num,date,rating,userName,content
1573,2019년 11월 10일,5,Google 사용자,터치가 약간 느린거말곤 잼나네요
1574,2022년 10월 4일,5,t y,굿굿 입니다요
1575,2020년 5월 3일,5,Duck Joo Seo,심플한 매력의 재밌는게임이네요
1576,2020년 1월 10일,2,Google 사용자,아니 몬스터 쓰러지는 시간까지해서 클리어하냐 마냐 결정되는건 너무한거 아닙니까
1577,2020년 1월 12일,5,Google 사용자,단순하면서 재맜음
1578,2020년 8월 26일,5,강건,성 깼는데 퀘스트 보상이 안들어와요 빨리 고쳐주세요 닉네임은 김풍순이에여
1579,2020년 6월 12일,5,아무거나 다 하는 채널,전략적인 게임이라 재미있습니다
1580,2019년 9월 13일,1,Google 사용자,생전 이렇게 많이 튕기는 모바일 게임은 처음이네요 ㅎㅎ
1581,2020년 9월 17일,1,DM Seo,게임앱을 지웠더니 계정이 통째로 날아가 버렸네요... 결제도 1만원 해뒀는데 혹시 복구가 안되는건가요???
1582,2022년 1월 12일,5,s.r l,너무재미있고 스킬쓸때가 멋이있어요.
1583,2020년 1월 20일,5,Google 사용자,조작이 간단해서 좋네요
1584,2020년 3월 1일,4,Google 사용자,진짜 하면 할수록 중독되는 게임이네요
1585,2019년 12월 28일,4,Google 사용자,뭔가 부족하지만 살딱 즐기기 좋습니다!!
1586,2020년 1월 10일,5,Google 사용자,전투가쉽고승급이나뽑기가있어재미있어요
1587,2020년 3월 2일,4,Google 사용자,현질유도가좀있네여 재미는있음
1588,2020년 3월 30일,5,Google 사용자,나요즘에 이거만하고있음 제인생이바뀌었습니다 최에게임!!안하면후회!!!ㄹㅇ배그보다꿀잼 나 닌자 진짜진짜 좋아하는데 나랑 제작자랑 마음이잘맞나봄ㅎㅎ
1589,2020년 5월 2일,5,SEUNGHYE SON,재밌어요! 오랜만에 게임에 빠졌네요ㅋㅋ
1590,2020년 4월 12일,5,Google 사용자,초반이라 어렵지만 재밋네
1591,2020년 5월 2일,5,pytu soipe,너무재밌고퀄리티가너무좋아요👍👍👍👍👍
1592,2020년 4월 12일,3,Google 사용자,조금어렵습니다 난이도낮추면 별5개드림
1593,2020년 3월 6일,1,Google 사용자,게임하고 하루 지났는데 안들어가져요 좀고쳐주세요...
1594,2019년 10월 15일,5,Google 사용자,재미있네요 ㅋㅋㅋ 시간 잘가네쇼;;;
1595,2020년 3월 19일,5,Google 사용자,아주우우우우우우우우우우짱짱 최고 유닛이 멋있다고유 화이이이이이이이니이이튕 어아
1596,2021년 11월 29일,5,안병호,게임 너무 재미있습니다 ! 귀린템 주세요~~~
1597,2020년 9월 12일,5,걈꿀,스킬 하나 바꾼다고 게임 운영이 확 달라지는거에 감동먹었습니다
1598,2020년 9월 21일,4,홍꿩,재밌긴한데 마을 들어가기가 왜케 어렵냐
1599,2019년 10월 12일,5,Google 사용자,만랩에서도 강화할수있게 업데이트 해주세요
1600,2020년 1월 8일,4,Google 사용자,참 게임을 잘만들어네요 정말 재미있게 했습니다
1601,2021년 7월 24일,5,슬기로운중고생활,독특하고 재밌음
1602,2020년 2월 28일,4,Google 사용자,할수록 재미 있네요^^ 감사합니다
1603,2020년 12월 23일,4,박연진,게임이 좋은데 장비 확률이 안좋아요
1604,2019년 10월 25일,4,Google 사용자,영혼석 리필이 너무 길어요ㅜㅜ 더하고싶은디..
1605,2021년 10월 23일,5,율이와 함께하는장난감 세상,너무재밋는데마지막스태이지좀패치해주새요
1606,2020년 1월 29일,2,Google 사용자,겜을 종료 시키는것도 찾아바도 없고 있다해도 어딨는지 보이지 않아서 졸라 짜증남
1607,2020년 3월 13일,5,Google 사용자,아기자기한 닌자들 과금이 조금 비싸긴하지만 꽤 재밌음
1608,2021년 1월 12일,3,정수연,게임은 재밌는데 계속 튕기네요
1609,2020년 3월 30일,5,Google 사용자,대대대대대대대대대대대박재미있는게임입니다
1610,2019년 9월 13일,5,Google 사용자,간단하게 하기 좋은 게임.
1611,2021년 4월 22일,5,김민규,굿굿 난 이거 하면서 시간이 녹음 재밌음!!
1612,2020년 3월 27일,5,Google 사용자,정말 잘 만든 게임...스트레스가 확 풀리네요....
1613,2020년 7월 13일,5,왕준영,패치 후에 인술 사용할 때 성우 소리가 안나요
1614,2020년 12월 29일,4,박재훈,게임하는데 오늘 무한로딩이ㅜ자꾸 걸려요 ㅠㅠ 재밋는데
1615,2020년 5월 6일,1,dongjun kim,아니 이게 뭐예요 4성 사쿠라랑 카라스 뽑았는데 뽑아서 강화하려했더니 카드가없네? 이번이 한두번이 아닙니다 서버가 왜 자꾸 튕기면서 카드나 부적뽑은게 오류가나 없어지냐구요... 복구해주세요
1616,2019년 12월 17일,4,Google 사용자,대박간지 잼있긴한데 이런게임이 와이파이가 필요하다닝
1617,2020년 3월 1일,5,Google 사용자,너무 재밌게 잘하고 있습니다.
1618,2019년 12월 7일,4,Google 사용자,재미있어요 타격감도 있고
1619,2020년 6월 9일,4,김학현,재미있어요. 요즘 제이르많이 하는 게임이에요
1620,2020년 1월 20일,5,Google 사용자,스킬창 늘려주면 좋을듯합니다
1621,2020년 1월 3일,5,Google 사용자,간단하게 할수있는 잼있는게임!!
1622,2019년 12월 18일,5,Google 사용자,재미있게 시간 때우기 좋아요
1623,2020년 5월 29일,5,이한재,간단하면서도 재미있어요
1624,2020년 5월 31일,4,지명진,재미는 있는데 어려움 ㅋㅋㅋ
1625,2020년 4월 22일,5,Google 사용자,게임자체는 좋은데 3스테이지잡몹들즘수정해중세요
1626,2020년 4월 26일,4,Google 사용자,스킬 들고가는 개수가 작아서 판마다 갈아끼워주고 주력을 어떤걸로할지 고민해야되는 섬세한겜인듯
1627,2020년 7월 14일,5,ppark 2013,재밌소 강화요소가 힘든거빼면!
1628,2020년 3월 16일,5,Google 사용자,린코를 몇시간가량 도전해서 어제깻는데ㅜㅜ 하루만에 업뎃이되어버리내요ㅜㅜ 하루참을걸...ㅜㅜㅋ
1629,2020년 9월 18일,5,호꼬,잼씀근데 초록영혼석? 많이주면 더재밋을거같음
1630,2020년 7월 29일,1,런처tv,아니 광산3스테이지 시작하자말자 죽는 좀 너무해요.
1631,2021년 4월 3일,4,정지훈,광고보는게많긴한대괜찬내요
1632,2019년 11월 24일,2,Google 사용자,나같은 업적충에게는 업적이 너무짜서 바로접어버리는게임
1633,2021년 9월 18일,1,김먼로,※이거 하라고 만든 겜임? 로딩 중 18/19에서 계속 튕김 진짜 너무하네※
1634,2021년 8월 18일,5,엄기태,단순하면서 재밋어요
1635,2020년 3월 13일,3,Google 사용자,재미는 있는데 너무 시간이 짧아요 제발 시간 좀 늘려주세요
1636,2019년 12월 30일,5,Google 사용자,간단하고 재밌어요 추천합니다^^
1637,2020년 2월 1일,2,Google 사용자,이거 순수대련에 너무 강한사람들이 많아요 다 10만이나 30만이고 투급이 이길수가 없잖아요 최소한 비등비등한 사람들끼리 싸워야하는거 아닌가요? 좀 불쾌하네요 다좋은데
1638,2021년 6월 17일,5,박진양,진짜 너무 재밌습니다 강추해요
1639,2022년 2월 20일,3,송정현,초반엔 재밌었는데 하다보니 성9같은 난이도에서 무과금으로 깨기가 힘듦
1640,2019년 9월 11일,5,Google 사용자,최근 해본겜중에 제일 신박하고 재밌음
1641,2021년 7월 1일,5,cko wa,이펙트 온오프 필요 아이템 자동장착 불확실
1642,2019년 11월 4일,5,Google 사용자,네트워크가 연결되어있는데 서버연결이 안됩니다아ㅏ아아아아아아아ㅏ아으으아아으ㅏ어으으어우아우으ㅓㅇ.아으아우아을
1643,2020년 1월 10일,5,Google 사용자,조금 막히는 스테이지가 있기는한데 그거말곤 괜찮은 초갓겜
1644,2020년 5월 1일,5,이현철,재밋는데 좀막히네 패키지ㅠ사고싶은데너무비싸고
1645,2020년 9월 9일,5,*쏘요,재밋어요 간만에 재미있는 게임 찾앗네요ㅎ
1646,2021년 5월 30일,5,삼각김밥,재밌고 그림체도 마음에 듬
1647,2021년 1월 27일,5,White Box,단순하고 재미있네요.
1648,2019년 11월 29일,5,Google 사용자,꿀잼이네요 이거 어케 만듬 제 인생 최고의 모바일 게임 이네요ㅋㅋㅋㅋ
1649,2021년 1월 16일,5,최기현,과금없니 하고는 있지만 정말 할만한 게임이네요 ㅎㅎ
1650,2019년 12월 14일,5,Google 사용자,게임 정말 재미있게 하고있습니다~ 감사합니다!
1651,2020년 2월 28일,5,Google 사용자,은근 중독성 있습니다 생각없이 하기 좋네요
1652,2020년 3월 14일,5,Google 사용자,애들꺼 보다가 아빠가 해도 재밌네요 애엄마 잔소리가 온집안에 메아리 치게 만드는 가정파탄게임 ^^
1653,2020년 7월 18일,3,찰스,30분했는데 재밌네요. 좀더 해볼께요.
1654,2021년 1월 2일,1,Tfyg Yff,ㄴㅈ이라섯욘 재미는이써요 근데 레벱업이 힘드러요
1655,2020년 2월 14일,4,Google 사용자,와파없이도 할수있으면 좋을듯.
1656,2022년 2월 3일,5,몰라,재미없어는데 사스케 스사노오 있어서계속함 재밌음
1657,2020년 1월 18일,5,Google 사용자,왠지 보기만해도 재미있을 것 만같은 게임
1658,2020년 5월 20일,5,Daeil Kang,재밋네요 계속 손이 가요
1659,2020년 12월 15일,4,Suit & Tie,재밌는데 2시간 하면서 세 번 튕김 ....
1660,2020년 6월 25일,5,세글자,재미도있고 즐길거리도많다
1661,2020년 1월 18일,5,Google 사용자,더 많은 속성도 많들어주세요(너무 재밌어요ㅎㅎ)
1662,2022년 3월 13일,5,김희란,이 게임은 초보자들이재밌게플레이하실수가있고간편하고재밌는게임입니다
1663,2020년 2월 9일,1,Google 사용자,업데이트가 너무 늦고 별료네요
1664,2020년 6월 9일,5,곰탱,아놔 카트라이더보다 재밌엌ㅋㅋㅋ
1665,2021년 5월 27일,4,땡땡,재밋는데 육성 너무어려워용...ㅜ
1666,2020년 5월 30일,1,김형준,뒤로가기 눌렀는데 그냥 바로 결제가 되버리네요 바로 결제취소 부탁드립니더
1667,2020년 1월 6일,5,Google 사용자,오랜만에 게임이라고 부를 수 있는 게임을 만났네요 재밌어요
1668,2019년 11월 6일,1,Google 사용자,순수대련안들어가짐... 보석이랑코인얻는방법은이거하나인데 이게안되면게임을어떻게합니까? 빨리시정부탁드립니다 안되면과금환불요청하겠습니다 당초에게임이안돌아가는데..과금이무슨의미인건지....
1669,2020년 8월 9일,4,김재현,다좋은데 영혼석 소모가 너무 커요
1670,2020년 7월 22일,5,전지여,고급장비가 안나와도 너~~무 안나와 > < : 힘드네요.그래도 재밌게 하고 있습니다 ^^ :
1671,2020년 2월 15일,4,Google 사용자,왜 뇌둔은 없어요....ㅠㅠㅠㅠ 게임은 재밌어요.
1672,2019년 12월 24일,5,Google 사용자,너무 나도 재미있는 닌자대전 게임을 바로 다운로드 받아주세요!
1673,2020년 9월 13일,4,원이건이아빠,어제는 5성 2개주더니 잘못 키워서 다시 하니 안주시네요 그래서..그만하려구요ㅜ
1674,2021년 6월 6일,5,마왕TV,스킬도 쓰는게 재있어요. 더재있어 졌어요 ^^ ~~~~!
1675,2020년 2월 2일,5,Google 사용자,"안녕하세요 닌자대전을 재미있게 하고있는 유저입니다. 정말재미있습니다! 다들한번해보세요. 인술,환술,체술"
1676,2020년 4월 12일,5,Google 사용자,간간히 재밌게하고있습니다
1677,2021년 6월 11일,5,조인제,짜임새가 좋네요. 즐겁게 하는중입니다.
1678,2020년 5월 11일,5,Yunyeong Ko,간단하면서 재미있는게임
1679,2020년 5월 23일,1,이동준,결제를 했는데 오류인지 먼지 다이아가 안들어오네요...
1680,2020년 1월 11일,5,Google 사용자,이번업데이트이후 게임에접속이안됩니다 겔럭시 9S
1681,2022년 1월 28일,5,김지해,너무 재밌어요 이거 그리고* 무 한 개 주고 싶어
1682,2020년 8월 5일,5,화마달구,더도 말고 덜도 말고 일괄판매 기능이 있었으면 좋겠습니다 닌자 장비 하나하나 팔기가 힘드네요 ㅠㅠ
1683,2021년 11월 14일,1,5팀 김민정,하하............게임을하고싶은대드러가자마자 마지막막19의파일애서먹통이오내여개속 안돼내요..... 이버그좀처리좀해주새요ㅜㅜ 이거때매도깨비5개만사라지갰어요ㅜㅜ
1684,2020년 3월 31일,5,Google 사용자,광고제거가 없네 귀찮게
1685,2021년 8월 26일,4,일영좌,제가 닌자게임울 좋아하는데 닌자대전 이있어요 한본래봐는데 재미있는거 같네요
1686,2020년 1월 27일,3,Google 사용자,단순하면서 재밌네요
1687,2020년 4월 20일,3,Google 사용자,월정액 패키지 1 2 결재하면 매달 자동결재인가요? 알수가 없네요
1688,2021년 7월 11일,3,수영,아니 처음에 들어 가고 있으면 나와지고 또 나와지고 계속 그러내요 뭘 하지를 못하네요
1689,2020년 4월 17일,5,Google 사용자,이제 막 시작했는데 재밌습니다! 자꾸 하게 되네요!!
1690,2019년 11월 12일,5,Google 사용자,너무재밌음요 리뷰 잘안남기는데 재밌네요!
1691,2021년 8월 17일,1,김남윤,12000원짜리 스테이지 패키지 삿습니다 배로 넘어가고 삿는데 스테이지 클리어 보석은 안들어오네요 버근가요 환불가능한가요 안된다면 그냥 접겟습니다
1692,2021년 4월 7일,5,신경자,완전 좋아 좋아 ㅋㅋ 말을 못하겠네ㅋㅋ너무좋와
1693,2019년 11월 3일,5,Google 사용자,재밌는데 추가적인 확장 패치좀해주세요
1694,2020년 1월 9일,5,Google 사용자,진짜 성-9까지깨는데 벨런스 진짜 좋았어요
1695,2021년 12월 25일,5,날마다게임,완전 키우기 편하고 간단한 게임 같아요!
1696,2020년 9월 19일,2,김선우,현질햇는데 돈은 빠져나가고 안들어왔어요.... 확인부탁드려요...
1697,2022년 1월 21일,4,김희기,게임 다 잘만들긴 했는데 성단계에서 못깨는건 나만그런건가..?
1698,2022년 1월 11일,1,채도아빠,업데이트 뜨는데 플레이만 뜨고 업데이트 문구는 어떻게 해야 나오나요???
1699,2021년 3월 16일,5,코쟁이,개재밋음 ㄹㅇ잘만듬 시간가는줄모르고함
1700,2021년 11월 12일,5,Win Home,편하게 즐기기 쉽네요
1701,2020년 10월 15일,5,WinLight Kim,재밌음 과금해도되고안해도되고
1702,2020년 1월 24일,4,Google 사용자,초반이지만 과금유도 없이 괜찮네요
1703,2020년 1월 11일,5,Google 사용자,한번은 해볼만해요 잘만드셯어요ㅎㅎ
1704,2021년 10월 1일,1,김영곤,..시작 로고 이후 검은 화면..재설치도 같네요.
1705,2020년 5월 22일,5,이수호,재밌어요 근데 재밌어서 할 일을 못하는게 문제네요.
1706,2020년 1월 12일,5,Google 사용자,진짜 레알 제인생갬인듯... 개발자님 새해 복많이받으십쇼.
1707,2021년 2월 5일,2,유쌍,게임에서 계속 팅기네요 게임을 못하겠어요
1708,2021년 3월 31일,5,리챠이무,현질안해도 재미있게 할수있습니당
1709,2020년 10월 13일,5,임진혁,아직 많이는 못했는데 재미는 있네요
1710,2020년 3월 21일,4,Google 사용자,게임 잘 만드셨어요 대단해요 더 힘내세요
1711,2020년 1월 18일,5,Google 사용자,처음에계속하게하는 맛이있
1712,2020년 1월 10일,5,Google 사용자,중독성 있어서 계속하게 되네요ㅋ
1713,2020년 9월 2일,3,김조은,다좋고 너무좋은대 밸런스 조절 좀 해주세요 너무어려위요 제가 지금 5다시8인데 밸런스 조절좀 해주세요 제발!
1714,2020년 8월 29일,5,원민석,재밌음 근데 아쉬운건 영혼석이 너무 부족함
1715,2020년 1월 19일,5,Google 사용자,컨텐츠 좀많이만들어주고 맵좀 더추가해주세요 성9깬지 고삼년임 ..
1716,2021년 4월 4일,5,주형,캐릭터도 다양하구 아기자기한게 재밓믐
1717,2020년 1월 18일,5,Google 사용자,정성을 다해 만든 게임이라는게 느껴지네요 ㅎㅎ
1718,2020년 2월 10일,5,Google 사용자,올랜만에 재미있는 게임합니다
1719,2020년 1월 5일,5,Google 사용자,전 닌자게임을 엄청좋아하는대 이게임 비주얼쩔고 와전 재스타일 이에요.
1720,2021년 4월 17일,2,Jiwo_n,옛날 재밌게했는데 왜 들어가다 틩기죠? 고쳐주세요
1721,2021년 11월 4일,3,09,로딩 중간에 자주 멈춰여...
1722,2021년 7월 14일,5,미공이,오랜만에 다시 깔아서 했는데 역시 잼있군요
1723,2020년 10월 17일,5,김동섭,완전 재밌어요 근데 게임 할수있는 영혼석좀 많이주세요
1724,2021년 5월 24일,5,안성용,시간가는줄 모르겠네요.스킬창만 좀더 늘여주세요.
1725,2020년 9월 1일,5,김강,재밌떠여 ㅎㅎ 재민이가 또만들어주떼요!!!
1726,2020년 9월 11일,4,골해,낫베드 시간날때 하면좋은데 술법을 더 추가할수있었으면 더 좋았을듯
1727,2020년 1월 9일,5,Google 사용자,재밌다 디펜스와 RPG의 결합이 좋다
1728,2020년 3월 4일,4,Google 사용자,재밋어요 근데 이게 더발전하면 좋겠습니다
1729,2019년 12월 19일,5,Google 사용자,닌자대전은 너무 재미있는 것 같아요. 꿀잼
1730,2022년 3월 11일,5,임애경,처음 시작하는 초보긴 한데 그래도 재밌습니다.
1731,2020년 1월 15일,5,Google 사용자,영혼석 쫌 많이주세요 ㅠㅠ 너무 부족해요
1732,2019년 11월 28일,3,Google 사용자,다 괜찮은데 대련 매칭좀 개편해주세요 상식적으로 전투력 3000따리 뉴비한테 전투력 25000인 상대가 매칭되는게 말이 됩니까
1733,2022년 1월 28일,3,Na seungeun,요즘 로딩하다멈춰여 루비써서 귀면하는데 멈추면 그냥 날라가네여
1734,2020년 3월 13일,5,Google 사용자,완전 재밌고 쉽다 2일만에 광산 5
1735,2021년 12월 17일,5,김한,누구나쉽고재미있게 플레이할 수 있어서 별5개
1736,2021년 3월 20일,5,Gilsun Cho,와...이게 게임인지 안 인지 모를정도로 재미있다
1737,2020년 2월 28일,1,Google 사용자,"광산과성이 더럽게어렵고 무기와 인술,체술,환술 전부 쓰랴기같음"
1738,2020년 1월 11일,5,Google 사용자,전설무기도2일만에얻고장비랑만화도좋고몬스터도많아서지루하지않다
1739,2021년 12월 5일,5,htyut12 1,재밌긴 한데 친구랑 같이 플래이 됬으면 좋겠어요
1740,2020년 1월 10일,5,Google 사용자,최고에 중독성입니다 빠져들고있어요
1741,2020년 5월 5일,5,계영민,매력적인 게임이네용 잘 즐길게용
1742,2020년 4월 13일,5,Google 사용자,너무재미있으니 다른 사람들도 하면 좋을것 같아요
1743,2021년 6월 5일,1,박병천,문기준+문기준=상상만 해도 끔찍
1744,2020년 1월 9일,5,Google 사용자,재잇음 근데 렙업좀쉽게
1745,2020년 2월 22일,5,Google 사용자,스킬구성으로 깨고 안깨고가 정해지는게 맘에듦
1746,2021년 11월 15일,5,박은정,쉬워 보인다 진짜 너무 좋아
1747,2020년 2월 12일,4,Google 사용자,업데이트 이후로 체험하기에서 몹이 안나와요
1748,2021년 6월 23일,1,이시훈,시작도 못하고 계속 튕겨요 친구가 같이 하자해서 깔았는데 민망하네::::
1749,2020년 1월 11일,1,Google 사용자,아니 성-7겁나게어렵게만들었네!!뭐이건어려운정도가아니라그냥미쳤네!!!!뭐이건난이도세팅을어떻게해놧길래이렇게드럽게어렵게해놓은거야!!!!!성-7이나그다음단계밸런스조정이나제발좀해둬요!!아진짜더럽게어렵네!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!제발조정좀해줘요!!!!!!!!!제발!!!!!!!너무어려운겄...
1750,2020년 7월 4일,5,양봉규,"표창키우기와 비슷하네요 그리고 닌자라는 타이틀을 사용해서 나루토,보루토를 연상시켜서 매우좋습니다"
1751,2020년 2월 15일,5,Google 사용자,닌자대전 들어갈때 로딩구간에서 16까지 차고 자꾸 멈추드라고요 어떤 버그인가요
1752,2021년 4월 18일,5,양병문,설명이 복잡하지만 잼있음
1753,2020년 2월 15일,4,Google 사용자,중독성 강한 게임 재밌어요ㅎㅎ
1754,2021년 10월 1일,1,권순현,이거 실행은 되는건가요? 게임듀오 마크만 떴다가 먹통이네요
1755,2019년 9월 6일,5,Google 사용자,너무 재밌네용 빨리 올리고 싶어요
1756,2020년 3월 27일,5,Google 사용자,재미있게 즐기고 있어요 고맙습니다^-^
1757,2020년 5월 2일,5,이안용,쉽고재밋내요
1758,2020년 2월 29일,5,Google 사용자,정말 쉽고 재밌네요
1759,2020년 2월 20일,5,Google 사용자,아주 신선하고 재미있는 게임입니다.
1760,2020년 9월 11일,1,한동재,재밋고 좋은대요 광고없애는게 만원돈은 에바임 오천원으로 내려주세요
1761,2021년 11월 25일,4,버디TV,재밌긴 한데 약간 나루토랑 귀칼 캐릭을 좀 섞은 것 같아서 4점 드립니다
1762,2020년 11월 14일,5,혁정권,이겜은현질가격이비효율적인데화질도엄청좋고그럼이겜추천드릴수밖에없음
1763,2019년 12월 25일,5,Google 사용자,처음에는별로인줄알았는데 하다보니재미있어요
1764,2022년 5월 3일,1,일단 난 병신이고,어뷰징 사태에도 아무런 제재없이 넘어가 버리는 ㄷㄷ
1765,2022년 1월 16일,5,허경민,처음엔똥겜 인줄알았는데 계속하다 보니까 갓겜이 였어요.
1766,2019년 12월 8일,1,Google 사용자,광산에서 진짜 무슨 도끼든 나무가 중간에서 나오니까 못깨요!
1767,2020년 4월 23일,5,Google 사용자,지구최고의 게임 히어로팩토리보다 재밌어요
1768,2021년 6월 6일,3,꽁낑낑깡꽁낑깡꽁낑깡꽁,현질을하지않으면스테이지진행못하는게임
1769,2021년 1월 26일,5,박준호,이런 갓겜은 진짜 오랜만이다 지금까지 이 게임을 몰랐다는게 넘 후회된다ㅠㅠ
1770,2020년 1월 19일,5,Google 사용자,이게임을 넘 재밌게 하고있어요.근데 뇌둔도 만들어주면안되요?
1771,2021년 1월 1일,5,임상민,다좋은데 애플아이디 로그인 생겼으면 좋겠네여
1772,2021년 4월 21일,4,wjddnd dnjs (싸이코악마),재밌긴 재미있네요^^다른분들도 해보세요
1773,2021년 7월 3일,5,변상호,음...심플해서 심심할때 하기 좋아요 스트레스 없이^^
1774,2020년 2월 21일,4,Google 사용자,성7단계 너무 어려워요ㅠㅠ 난이도을 낯여 주세요ㅠㅠ성7단계에 돌덩이랑 보스 한마리만 없세주세요ㅠㅠ
1775,2020년 5월 10일,5,김명화,너무나재미는 게임! 업데이트 잘하주세요
1776,2019년 10월 14일,5,Google 사용자,그림체부터 플레이까지 맘에 듭니다 넘 좋아요
1777,2019년 12월 15일,4,Google 사용자,아직초반이지만 양산형이 판치는게임판에서 꽤 참신한거 같습니다
1778,2019년 9월 8일,5,Google 사용자,싸우는방식이 특이하고 재밌네요
1779,2021년 6월 26일,5,초딩들의일상,너무 재미있게 하고있습니다 짱짱 꿀잼
1780,2020년 6월 10일,4,박경율,재미있습니다 하지만 좀 디테일하면 좋겠네요
1781,2021년 7월 28일,5,이완섭,아직 뭐가 뭔지 모르겠지만 나름 잼있게 즐기는중
1782,2020년 4월 3일,5,Google 사용자,해본 게임 중에 제일 시간 가는줄 모르겟음
1783,2019년 10월 13일,5,Google 사용자,간단히 즐기기 좋네요 ㅋㅋ
1784,2019년 11월 27일,4,Google 사용자,이게임말도필요없습니다왜냐시스템이너무좋아서입니다이게임갓겜입니다
1785,2020년 2월 10일,1,Google 사용자,너무 잘팅겨서 힘들어
1786,2021년 8월 9일,3,최명석,인술이 쫌 아숩네요 범위공격이되마 더좋은것인디
1787,2020년 9월 28일,1,주해찬,게임 접속이 안되고 다운로드 수만 빨아먹는 쓰레기 게임
1788,2020년 2월 4일,5,Google 사용자,귀여워요 ㅋㅋ 재미있고 ~
1789,2020년 2월 5일,4,Google 사용자,아 재밌어서 즐기는중이니까 자꾸 리뷰쓰라고 강요좀 하지마세요 몇번이나뜨는거야
1790,2019년 12월 8일,5,Google 사용자,스킬도괜춘하고난이도도적당하며조작도좋네요.다들해보세요(악플다는사람들와이파이튕겨라)
1791,2020년 4월 24일,5,Google 사용자,닌자대전은 재미있슴니다 사지만 쫌 만이하면질림니다
1792,2020년 6월 26일,5,성이름,마직막 너무 어려워요 보스 피가ㅠㅠㅠㅜㅜ
1793,2021년 2월 2일,2,임주현,처음에깔았는데재미있고5성짜리도주고8스테이지까지왔는데잘못지워서다시깔아서하니않돼고튕기네요ㅠㅠ제발이것좀고쳐주세요ㅜㅜ정말하고싶고이어서하고싶은데못해서대성통곡을하며살고있음니다고쳐주세요
1794,2020년 2월 26일,4,Google 사용자,안녕하세요 닌자대전을 플래이하는 유저입니다 게임에 대해 잠깐말하자면 의뢰게시판에 보스토벌(?)에 정예부터 괴력난신 서리여왕의 눈물만 나오는데 확률조정과 무한 로딩버그좀 고챠주세요
1795,2021년 10월 27일,1,엘가우스트,별 하나도 아까운 개 쓰레기겜 최소한 게임 접속은 하게 만들어 줘야될텐데 게임 접속도 안되는 이상한 겜 이겜 할바에 차라리 양산형 중국겜이나 하세요
1796,2020년 7월 19일,4,명중률,"재밌긴하나, 적 도감이라도 있었으면하네요. 무슨 속성인지 모르니까 일단 처맞고 봐야합니다."
1797,2021년 11월 3일,1,상우,튕기는 버그 아직도 안고쳤네 ㅋㅋ 유저 기만 망겜 ㅋㅋ
1798,2019년 10월 9일,5,Google 사용자,와 이렇게 재미있는게임은 오랜만에 한닼ㅋㅋㅌ
1799,2020년 1월 21일,5,Google 사용자,보통 속성이 세개인데 이겜은 네개라서 헷갈릴수 있습니다 물은 불을 끈다/ 땅은 물을 흡수한다/ 나무 뿌리는 땅를 뚫는다/ 불은 나무를 태운다 이런식으로 외우시면 편하실거에요
1800,2020년 8월 19일,5,김동한,쉽고 재미있어여
1801,2020년 12월 6일,1,최승희,아니야재작자놈 아게임을이따구로만드냐? 시작하기만하면나가지고끝이아라내ㅋㅋㅋ 이게임을 하라고만든ㄱㆍㄴ지 ㅉㅉ 걍때려치샘
1802,2020년 1월 5일,5,Google 사용자,넘 재밌고 이게임 떡상할것같네요 유명해지길 바랍니다!
1803,2021년 1월 2일,5,사냥꾼TV,ㅋㅋㅋㅋㅋㅋㅋㅋ 나루토 대놓고 따라하넼ㅋㅋㅋ 근데 또 재미있엌ㅋㅋㅋㅋ
1804,2021년 8월 26일,3,이승훈,들어갈때로딩이너무오래걸려요
1805,2021년 9월 13일,5,윤해성,시간때우기 게임으로 최고임!
1806,2021년 3월 27일,5,씩씩한망구,마을 보스? 잡을때 스킬이랑 덱 교환좀 할 수 있게좀 해줘요..ㅠㅠ
1807,2021년 3월 25일,5,신짱구,내가 게임을 좀 빨리 질려하는 편인데 이건 재밌다
1808,2020년 1월 16일,5,Google 사용자,난이도좁 줄려주세요. 업데이트헤주세요.업데이보상도.가능하면해주세요ㅡ.ㅡ
1809,2020년 5월 10일,4,핑퐁,재밋어요 하나하나 성장하는재미~~~~
1810,2020년 1월 19일,4,Google 사용자,스킬쓸때 그림이 딸려와서 인술못쓸때 많이위험해져요 고쳐주세염
1811,2020년 1월 21일,5,Google 사용자,재밌어요 광고도 없네요
1812,2020년 2월 7일,5,Google 사용자,이개임은온도바구고스킬도너무 재미서요 닌자대전2도 해주새.
1813,2021년 1월 26일,5,오승봉,깰때마다 리뷰쓰네요ㅎㅎ 점점더 재밋는거같습니다
1814,2020년 1월 29일,5,Google 사용자,진짜 재밌어요 리얼 시간가는줄 몰라ㄷㄷ 이겜 진짜 강추
1815,2021년 11월 22일,5,서재훈,2년째 하고있는 유저입니다 깰맵이 없어는데 또추가 해주셔서 감사합니다
1816,2021년 8월 21일,5,김힝,폰겜 안하는데 생각보다 재밌네요
1817,2021년 1월 17일,5,이광희,오랜만에 게임하는데 재미잇네요~~
1818,2021년 11월 7일,4,J. KIM,갓겜인줄알았는데... 19/19에서 막혀요 계속 로딩뜨고ㅠ고쳐주세요
1819,2020년 2월 13일,5,Google 사용자,다 좋은데 난이도가 너무 높아
1820,2020년 4월 15일,5,Google 사용자,재밌어요 난이도도 적당하네요
1821,2020년 1월 24일,5,Google 사용자,간단하고 재밌어요!
